A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,Ion NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,Ion NumberofNeutrons,A1 Number of Shells,A2 Number of Shells,B Number of Shells,X1 Number of Shells,X2 Number of Shells,X3 Number of Shells,X4 Number of Shells,Ion Number of Shells,A1 Specific Heat,A2 Specific Heat,B Specific Heat,X1 Specific Heat,X2 Specific Heat,X3 Specific Heat,X4 Specific Heat,Ion Specific Heat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,Ion Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,Ion AtomicRadius,A1 Firstionization,A2 Firstionization,B Firstionization,X1 Firstionization,X2 Firstionization,X3 Firstionization,X4 Firstionization,Ion Firstionization,A1 AtomicMass,A2  AtomicMass,B  AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,Ion AtomicMass,A1 Melting Point,A2 Melting Point,B Melting Point,X1 Melting Point,X2 Melting Point,X3 Melting Point,X4 Melting Point,Ion Melting Point,Adsorption energy(ev)
11,11,82,18,18,18,18,3,12,12,125,18,18,18,18,4,3,3,6,3,3,3,3,2,1.228,1.228,0.129,0.479,0.479,0.479,0.479,3.582,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,0.534,2.2,2.2,1.8,0.97,0.97,0.97,0.97,2.1,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,5.3917,22.99,22.99,207.2,35.453,35.453,35.453,35.453,6.941,371.15,371.15,600.75,172.31,172.31,172.31,172.31,453.85,-3.011189235
11,11,82,18,18,18,18,30,12,12,125,18,18,18,18,35,3,3,6,3,3,3,3,4,1.228,1.228,0.129,0.479,0.479,0.479,0.479,0.388,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,7.13,2.2,2.2,1.8,0.97,0.97,0.97,0.97,1.5,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,9.3942,22.99,22.99,207.2,35.453,35.453,35.453,35.453,65.38,371.15,371.15,600.75,172.31,172.31,172.31,172.31,692.88,2.722065432
11,11,82,18,18,18,18,19,12,12,125,18,18,18,18,20,3,3,6,3,3,3,3,4,1.228,1.228,0.129,0.479,0.479,0.479,0.479,0.757,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,0.862,2.2,2.2,1.8,0.97,0.97,0.97,0.97,2.8,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,4.3407,22.99,22.99,207.2,35.453,35.453,35.453,35.453,39.098,371.15,371.15,600.75,172.31,172.31,172.31,172.31,336.5,-3.294370308
11,11,82,18,18,18,18,11,12,12,125,18,18,18,18,12,3,3,6,3,3,3,3,3,1.228,1.228,0.129,0.479,0.479,0.479,0.479,1.228,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,0.971,2.2,2.2,1.8,0.97,0.97,0.97,0.97,2.2,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,5.1391,22.99,22.99,207.2,35.453,35.453,35.453,35.453,22.99,371.15,371.15,600.75,172.31,172.31,172.31,172.31,371.15,-1.850283128
11,11,82,18,18,18,18,13,12,12,125,18,18,18,18,14,3,3,6,3,3,3,3,3,1.228,1.228,0.129,0.479,0.479,0.479,0.479,0.897,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,2.7,2.2,2.2,1.8,0.97,0.97,0.97,0.97,1.8,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,5.9858,22.99,22.99,207.2,35.453,35.453,35.453,35.453,26.982,371.15,371.15,600.75,172.31,172.31,172.31,172.31,933.4,4.651654694
11,11,82,18,18,18,18,20,12,12,125,18,18,18,18,20,3,3,6,3,3,3,3,4,1.228,1.228,0.129,0.479,0.479,0.479,0.479,0.647,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,1.54,2.2,2.2,1.8,0.97,0.97,0.97,0.97,2.2,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,6.1132,22.99,22.99,207.2,35.453,35.453,35.453,35.453,40.078,371.15,371.15,600.75,172.31,172.31,172.31,172.31,1112.15,-3.481745878
11,11,82,18,18,18,18,12,12,12,125,18,18,18,18,12,3,3,6,3,3,3,3,3,1.228,1.228,0.129,0.479,0.479,0.479,0.479,1.023,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,1.74,2.2,2.2,1.8,0.97,0.97,0.97,0.97,1.7,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,7.6462,22.99,22.99,207.2,35.453,35.453,35.453,35.453,24.305,371.15,371.15,600.75,172.31,172.31,172.31,172.31,923.15,0.468407502
11,11,82,18,18,18,18,9,12,12,125,18,18,18,18,10,3,3,6,3,3,3,3,2,1.228,1.228,0.129,0.479,0.479,0.479,0.479,0.824,0.971,0.971,11.3,0.00321,0.00321,0.00321,0.00321,0.0017,2.2,2.2,1.8,0.97,0.97,0.97,0.97,0.57,5.1391,5.1391,7.4167,12.9676,12.9676,12.9676,12.9676,17.4228,22.99,22.99,207.2,35.453,35.453,35.453,35.453,18.998,371.15,371.15,600.75,172.31,172.31,172.31,172.31,53.63,-6.276497898
19,19,82,18,18,18,18,3,20,20,125,18,18,18,18,4,4,4,6,3,3,3,3,2,0.757,0.757,0.129,0.479,0.479,0.479,0.479,3.582,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,0.534,2.8,2.8,1.8,0.97,0.97,0.97,0.97,2.1,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,5.3917,39.098,39.098,207.2,35.453,35.453,35.453,35.453,6.941,336.5,336.5,600.75,172.31,172.31,172.31,172.31,453.85,-2.910459046
19,19,82,18,18,18,18,30,20,20,125,18,18,18,18,35,4,4,6,3,3,3,3,4,0.757,0.757,0.129,0.479,0.479,0.479,0.479,0.388,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,7.13,2.8,2.8,1.8,0.97,0.97,0.97,0.97,1.5,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,9.3942,39.098,39.098,207.2,35.453,35.453,35.453,35.453,65.38,336.5,336.5,600.75,172.31,172.31,172.31,172.31,692.88,2.936111627
19,19,82,18,18,18,18,19,20,20,125,18,18,18,18,20,4,4,6,3,3,3,3,4,0.757,0.757,0.129,0.479,0.479,0.479,0.479,0.757,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,0.862,2.8,2.8,1.8,0.97,0.97,0.97,0.97,2.8,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,4.3407,39.098,39.098,207.2,35.453,35.453,35.453,35.453,39.098,336.5,336.5,600.75,172.31,172.31,172.31,172.31,336.5,-2.114829393
19,19,82,18,18,18,18,11,20,20,125,18,18,18,18,12,4,4,6,3,3,3,3,3,0.757,0.757,0.129,0.479,0.479,0.479,0.479,1.228,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,0.971,2.8,2.8,1.8,0.97,0.97,0.97,0.97,2.2,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,5.1391,39.098,39.098,207.2,35.453,35.453,35.453,35.453,22.99,336.5,336.5,600.75,172.31,172.31,172.31,172.31,371.15,-1.347507933
19,19,82,18,18,18,18,13,20,20,125,18,18,18,18,14,4,4,6,3,3,3,3,3,0.757,0.757,0.129,0.479,0.479,0.479,0.479,0.897,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,2.7,2.8,2.8,1.8,0.97,0.97,0.97,0.97,1.8,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,5.9858,39.098,39.098,207.2,35.453,35.453,35.453,35.453,26.982,336.5,336.5,600.75,172.31,172.31,172.31,172.31,933.4,3.924587789
19,19,82,18,18,18,18,20,20,20,125,18,18,18,18,20,4,4,6,3,3,3,3,4,0.757,0.757,0.129,0.479,0.479,0.479,0.479,0.647,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,1.54,2.8,2.8,1.8,0.97,0.97,0.97,0.97,2.2,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,6.1132,39.098,39.098,207.2,35.453,35.453,35.453,35.453,40.078,336.5,336.5,600.75,172.31,172.31,172.31,172.31,1112.15,-3.353913902
19,19,82,18,18,18,18,12,20,20,125,18,18,18,18,12,4,4,6,3,3,3,3,3,0.757,0.757,0.129,0.479,0.479,0.479,0.479,1.023,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,1.74,2.8,2.8,1.8,0.97,0.97,0.97,0.97,1.7,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,7.6462,39.098,39.098,207.2,35.453,35.453,35.453,35.453,24.305,336.5,336.5,600.75,172.31,172.31,172.31,172.31,923.15,-0.990926443
19,19,82,18,18,18,18,9,20,20,125,18,18,18,18,10,4,4,6,3,3,3,3,2,0.757,0.757,0.129,0.479,0.479,0.479,0.479,0.824,0.862,0.862,11.3,0.00321,0.00321,0.00321,0.00321,0.0017,2.8,2.8,1.8,0.97,0.97,0.97,0.97,0.57,4.3407,4.3407,7.4167,12.9676,12.9676,12.9676,12.9676,17.4228,39.098,39.098,207.2,35.453,35.453,35.453,35.453,18.998,336.5,336.5,600.75,172.31,172.31,172.31,172.31,53.63,-4.543557333
37,37,82,18,18,18,18,3,48,48,125,18,18,18,18,4,5,5,6,3,3,3,3,2,0.363,0.363,0.129,0.479,0.479,0.479,0.479,3.582,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,0.534,3,3,1.8,0.97,0.97,0.97,0.97,2.1,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,5.3917,85.468,85.468,207.2,35.453,35.453,35.453,35.453,6.941,312.79,312.79,600.75,172.31,172.31,172.31,172.31,453.85,-3.363021842
37,37,82,18,18,18,18,30,48,48,125,18,18,18,18,35,5,5,6,3,3,3,3,4,0.363,0.363,0.129,0.479,0.479,0.479,0.479,0.388,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,7.13,3,3,1.8,0.97,0.97,0.97,0.97,1.5,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,9.3942,85.468,85.468,207.2,35.453,35.453,35.453,35.453,65.38,312.79,312.79,600.75,172.31,172.31,172.31,172.31,692.88,2.22468734
37,37,82,18,18,18,18,19,48,48,125,18,18,18,18,20,5,5,6,3,3,3,3,4,0.363,0.363,0.129,0.479,0.479,0.479,0.479,0.757,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,0.862,3,3,1.8,0.97,0.97,0.97,0.97,2.8,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,4.3407,85.468,85.468,207.2,35.453,35.453,35.453,35.453,39.098,312.79,312.79,600.75,172.31,172.31,172.31,172.31,336.5,-2.448464564
37,37,82,18,18,18,18,11,48,48,125,18,18,18,18,12,5,5,6,3,3,3,3,3,0.363,0.363,0.129,0.479,0.479,0.479,0.479,1.228,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,0.971,3,3,1.8,0.97,0.97,0.97,0.97,2.2,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,5.1391,85.468,85.468,207.2,35.453,35.453,35.453,35.453,22.99,312.79,312.79,600.75,172.31,172.31,172.31,172.31,371.15,-1.57032086
37,37,82,18,18,18,18,13,48,48,125,18,18,18,18,14,5,5,6,3,3,3,3,3,0.363,0.363,0.129,0.479,0.479,0.479,0.479,0.897,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,2.7,3,3,1.8,0.97,0.97,0.97,0.97,1.8,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,5.9858,85.468,85.468,207.2,35.453,35.453,35.453,35.453,26.982,312.79,312.79,600.75,172.31,172.31,172.31,172.31,933.4,3.241874057
37,37,82,18,18,18,18,20,48,48,125,18,18,18,18,20,5,5,6,3,3,3,3,4,0.363,0.363,0.129,0.479,0.479,0.479,0.479,0.647,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,1.54,3,3,1.8,0.97,0.97,0.97,0.97,2.2,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,6.1132,85.468,85.468,207.2,35.453,35.453,35.453,35.453,40.078,312.79,312.79,600.75,172.31,172.31,172.31,172.31,1112.15,-4.034188503
37,37,82,18,18,18,18,12,48,48,125,18,18,18,18,12,5,5,6,3,3,3,3,3,0.363,0.363,0.129,0.479,0.479,0.479,0.479,1.023,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,1.74,3,3,1.8,0.97,0.97,0.97,0.97,1.7,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,7.6462,85.468,85.468,207.2,35.453,35.453,35.453,35.453,24.305,312.79,312.79,600.75,172.31,172.31,172.31,172.31,923.15,0.27227112
37,37,82,18,18,18,18,9,48,48,125,18,18,18,18,10,5,5,6,3,3,3,3,2,0.363,0.363,0.129,0.479,0.479,0.479,0.479,0.824,1.53,1.53,11.3,0.00321,0.00321,0.00321,0.00321,0.0017,3,3,1.8,0.97,0.97,0.97,0.97,0.57,4.1771,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,17.4228,85.468,85.468,207.2,35.453,35.453,35.453,35.453,18.998,312.79,312.79,600.75,172.31,172.31,172.31,172.31,53.63,-4.304684295
55,55,82,18,18,18,18,3,78,78,125,18,18,18,18,4,6,6,6,3,3,3,3,2,0.242,0.242,0.129,0.479,0.479,0.479,0.479,3.582,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,0.534,3.3,3.3,1.8,0.97,0.97,0.97,0.97,2.1,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,5.3917,132.905,132.905,207.2,35.453,35.453,35.453,35.453,6.941,301.7,301.7,600.75,172.31,172.31,172.31,172.31,453.85,-3.431793228
55,55,82,18,18,18,18,30,78,78,125,18,18,18,18,35,6,6,6,3,3,3,3,4,0.242,0.242,0.129,0.479,0.479,0.479,0.479,0.388,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,7.13,3.3,3.3,1.8,0.97,0.97,0.97,0.97,1.5,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,9.3942,132.905,132.905,207.2,35.453,35.453,35.453,35.453,65.38,301.7,301.7,600.75,172.31,172.31,172.31,172.31,692.88,1.63223874
55,55,82,18,18,18,18,19,78,78,125,18,18,18,18,20,6,6,6,3,3,3,3,4,0.242,0.242,0.129,0.479,0.479,0.479,0.479,0.757,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,0.862,3.3,3.3,1.8,0.97,0.97,0.97,0.97,2.8,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,4.3407,132.905,132.905,207.2,35.453,35.453,35.453,35.453,39.098,301.7,301.7,600.75,172.31,172.31,172.31,172.31,336.5,-2.636412113
55,55,82,18,18,18,18,11,78,78,125,18,18,18,18,12,6,6,6,3,3,3,3,3,0.242,0.242,0.129,0.479,0.479,0.479,0.479,1.228,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,0.971,3.3,3.3,1.8,0.97,0.97,0.97,0.97,2.2,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,5.1391,132.905,132.905,207.2,35.453,35.453,35.453,35.453,22.99,301.7,301.7,600.75,172.31,172.31,172.31,172.31,371.15,-1.69388896
55,55,82,18,18,18,18,13,78,78,125,18,18,18,18,14,6,6,6,3,3,3,3,3,0.242,0.242,0.129,0.479,0.479,0.479,0.479,0.897,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,2.7,3.3,3.3,1.8,0.97,0.97,0.97,0.97,1.8,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,5.9858,132.905,132.905,207.2,35.453,35.453,35.453,35.453,26.982,301.7,301.7,600.75,172.31,172.31,172.31,172.31,933.4,2.234309434
55,55,82,18,18,18,18,20,78,78,125,18,18,18,18,20,6,6,6,3,3,3,3,4,0.242,0.242,0.129,0.479,0.479,0.479,0.479,0.647,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,1.54,3.3,3.3,1.8,0.97,0.97,0.97,0.97,2.2,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,6.1132,132.905,132.905,207.2,35.453,35.453,35.453,35.453,40.078,301.7,301.7,600.75,172.31,172.31,172.31,172.31,1112.15,-4.645400221
55,55,82,18,18,18,18,12,78,78,125,18,18,18,18,12,6,6,6,3,3,3,3,3,0.242,0.242,0.129,0.479,0.479,0.479,0.479,1.023,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,1.74,3.3,3.3,1.8,0.97,0.97,0.97,0.97,1.7,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,7.6462,132.905,132.905,207.2,35.453,35.453,35.453,35.453,24.305,301.7,301.7,600.75,172.31,172.31,172.31,172.31,923.15,-0.40386581
55,55,82,18,18,18,18,9,78,78,125,18,18,18,18,10,6,6,6,3,3,3,3,2,0.242,0.242,0.129,0.479,0.479,0.479,0.479,0.824,1.87,1.87,11.3,0.00321,0.00321,0.00321,0.00321,0.0017,3.3,3.3,1.8,0.97,0.97,0.97,0.97,0.57,3.8939,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,17.4228,132.905,132.905,207.2,35.453,35.453,35.453,35.453,18.998,301.7,301.7,600.75,172.31,172.31,172.31,172.31,53.63,-3.801940759
3,3,32,35,35,35,35,3,4,4,41,45,45,45,45,4,2,2,4,4,4,4,4,2,3.582,3.582,0.32,0.474,0.474,0.474,0.474,3.582,0.534,0.534,5.32,3.12,3.12,3.12,3.12,0.534,2.1,2.1,1.5,1.1,1.1,1.1,1.1,2.1,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,5.3917,6.941,6.941,72.64,79.904,79.904,79.904,79.904,6.941,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,453.85,-2.413294925
3,3,32,35,35,35,35,30,4,4,41,45,45,45,45,35,2,2,4,4,4,4,4,4,3.582,3.582,0.32,0.474,0.474,0.474,0.474,0.388,0.534,0.534,5.32,3.12,3.12,3.12,3.12,7.13,2.1,2.1,1.5,1.1,1.1,1.1,1.1,1.5,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,9.3942,6.941,6.941,72.64,79.904,79.904,79.904,79.904,65.38,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,692.88,3.869963956
3,3,32,35,35,35,35,19,4,4,41,45,45,45,45,20,2,2,4,4,4,4,4,4,3.582,3.582,0.32,0.474,0.474,0.474,0.474,0.757,0.534,0.534,5.32,3.12,3.12,3.12,3.12,0.862,2.1,2.1,1.5,1.1,1.1,1.1,1.1,2.8,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,4.3407,6.941,6.941,72.64,79.904,79.904,79.904,79.904,39.098,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,336.5,-3.590281653
3,3,32,35,35,35,35,11,4,4,41,45,45,45,45,12,2,2,4,4,4,4,4,3,3.582,3.582,0.32,0.474,0.474,0.474,0.474,1.228,0.534,0.534,5.32,3.12,3.12,3.12,3.12,0.971,2.1,2.1,1.5,1.1,1.1,1.1,1.1,2.2,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,5.1391,6.941,6.941,72.64,79.904,79.904,79.904,79.904,22.99,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,371.15,-2.148620555
3,3,32,35,35,35,35,13,4,4,41,45,45,45,45,14,2,2,4,4,4,4,4,3,3.582,3.582,0.32,0.474,0.474,0.474,0.474,0.897,0.534,0.534,5.32,3.12,3.12,3.12,3.12,2.7,2.1,2.1,1.5,1.1,1.1,1.1,1.1,1.8,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,5.9858,6.941,6.941,72.64,79.904,79.904,79.904,79.904,26.982,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,933.4,2.994034966
3,3,32,35,35,35,35,20,4,4,41,45,45,45,45,20,2,2,4,4,4,4,4,4,3.582,3.582,0.32,0.474,0.474,0.474,0.474,0.647,0.534,0.534,5.32,3.12,3.12,3.12,3.12,1.54,2.1,2.1,1.5,1.1,1.1,1.1,1.1,2.2,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,6.1132,6.941,6.941,72.64,79.904,79.904,79.904,79.904,40.078,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,1112.15,-2.28355137
3,3,32,35,35,35,35,12,4,4,41,45,45,45,45,12,2,2,4,4,4,4,4,3,3.582,3.582,0.32,0.474,0.474,0.474,0.474,1.023,0.534,0.534,5.32,3.12,3.12,3.12,3.12,1.74,2.1,2.1,1.5,1.1,1.1,1.1,1.1,1.7,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,7.6462,6.941,6.941,72.64,79.904,79.904,79.904,79.904,24.305,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,923.15,0.845324813
3,3,32,35,35,35,35,9,4,4,41,45,45,45,45,10,2,2,4,4,4,4,4,2,3.582,3.582,0.32,0.474,0.474,0.474,0.474,0.824,0.534,0.534,5.32,3.12,3.12,3.12,3.12,0.0017,2.1,2.1,1.5,1.1,1.1,1.1,1.1,0.57,5.3917,5.3917,7.8994,11.8138,11.8138,11.8138,11.8138,17.4228,6.941,6.941,72.64,79.904,79.904,79.904,79.904,18.998,453.85,453.85,1211.45,266.05,266.05,266.05,266.05,53.63,-8.084184434
11,11,32,35,35,35,35,3,12,12,41,45,45,45,45,4,3,3,4,4,4,4,4,2,1.228,1.228,0.32,0.474,0.474,0.474,0.474,3.582,0.971,0.971,5.32,3.12,3.12,3.12,3.12,0.534,2.2,2.2,1.5,1.1,1.1,1.1,1.1,2.1,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,5.3917,22.99,22.99,72.64,79.904,79.904,79.904,79.904,6.941,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,453.85,-2.69097583
11,11,32,35,35,35,35,30,12,12,41,45,45,45,45,35,3,3,4,4,4,4,4,4,1.228,1.228,0.32,0.474,0.474,0.474,0.474,0.388,0.971,0.971,5.32,3.12,3.12,3.12,3.12,7.13,2.2,2.2,1.5,1.1,1.1,1.1,1.1,1.5,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,9.3942,22.99,22.99,72.64,79.904,79.904,79.904,79.904,65.38,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,692.88,3.04515175
11,11,32,35,35,35,35,19,12,12,41,45,45,45,45,20,3,3,4,4,4,4,4,4,1.228,1.228,0.32,0.474,0.474,0.474,0.474,0.757,0.971,0.971,5.32,3.12,3.12,3.12,3.12,0.862,2.2,2.2,1.5,1.1,1.1,1.1,1.1,2.8,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,4.3407,22.99,22.99,72.64,79.904,79.904,79.904,79.904,39.098,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,336.5,-2.444645671
11,11,32,35,35,35,35,11,12,12,41,45,45,45,45,12,3,3,4,4,4,4,4,3,1.228,1.228,0.32,0.474,0.474,0.474,0.474,1.228,0.971,0.971,5.32,3.12,3.12,3.12,3.12,0.971,2.2,2.2,1.5,1.1,1.1,1.1,1.1,2.2,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,5.1391,22.99,22.99,72.64,79.904,79.904,79.904,79.904,22.99,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,371.15,-1.13538474
11,11,32,35,35,35,35,13,12,12,41,45,45,45,45,14,3,3,4,4,4,4,4,3,1.228,1.228,0.32,0.474,0.474,0.474,0.474,0.897,0.971,0.971,5.32,3.12,3.12,3.12,3.12,2.7,2.2,2.2,1.5,1.1,1.1,1.1,1.1,1.8,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,5.9858,22.99,22.99,72.64,79.904,79.904,79.904,79.904,26.982,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,933.4,2.379115725
11,11,32,35,35,35,35,20,12,12,41,45,45,45,45,20,3,3,4,4,4,4,4,4,1.228,1.228,0.32,0.474,0.474,0.474,0.474,0.647,0.971,0.971,5.32,3.12,3.12,3.12,3.12,1.54,2.2,2.2,1.5,1.1,1.1,1.1,1.1,2.2,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,6.1132,22.99,22.99,72.64,79.904,79.904,79.904,79.904,40.078,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,1112.15,-2.804836729
11,11,32,35,35,35,35,12,12,12,41,45,45,45,45,12,3,3,4,4,4,4,4,3,1.228,1.228,0.32,0.474,0.474,0.474,0.474,1.023,0.971,0.971,5.32,3.12,3.12,3.12,3.12,1.74,2.2,2.2,1.5,1.1,1.1,1.1,1.1,1.7,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,7.6462,22.99,22.99,72.64,79.904,79.904,79.904,79.904,24.305,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,923.15,1.206259149
11,11,32,35,35,35,35,9,12,12,41,45,45,45,45,10,3,3,4,4,4,4,4,2,1.228,1.228,0.32,0.474,0.474,0.474,0.474,0.824,0.971,0.971,5.32,3.12,3.12,3.12,3.12,0.0017,2.2,2.2,1.5,1.1,1.1,1.1,1.1,0.57,5.1391,5.1391,7.8994,11.8138,11.8138,11.8138,11.8138,17.4228,22.99,22.99,72.64,79.904,79.904,79.904,79.904,18.998,371.15,371.15,1211.45,266.05,266.05,266.05,266.05,53.63,-6.027392996
19,19,32,35,35,35,35,3,20,20,41,45,45,45,45,4,4,4,4,4,4,4,4,2,0.757,0.757,0.32,0.474,0.474,0.474,0.474,3.582,0.862,0.862,5.32,3.12,3.12,3.12,3.12,0.534,2.8,2.8,1.5,1.1,1.1,1.1,1.1,2.1,4.3407,4.3407,7.8994,11.8138,11.8138,11.8138,11.8138,5.3917,39.098,39.098,72.64,79.904,79.904,79.904,79.904,6.941,336.5,336.5,1211.45,266.05,266.05,266.05,266.05,453.85,-2.883519491
19,19,32,35,35,35,35,30,20,20,41,45,45,45,45,35,4,4,4,4,4,4,4,4,0.757,0.757,0.32,0.474,0.474,0.474,0.474,0.388,0.862,0.862,5.32,3.12,3.12,3.12,3.12,7.13,2.8,2.8,1.5,1.1,1.1,1.1,1.1,1.5,4.3407,4.3407,7.8994,11.8138,11.8138,11.8138,11.8138,9.3942,39.098,39.098,72.64,79.904,79.904,79.904,79.904,65.38,336.5,336.5,1211.45,266.05,266.05,266.05,266.05,692.88,2.42553591
19,19,32,35,35,35,35,19,20,20,41,45,45,45,45,20,4,4,4,4,4,4,4,4,0.757,0.757,0.32,0.474,0.474,0.474,0.474,0.757,0.862,0.862,5.32,3.12,3.12,3.12,3.12,0.862,2.8,2.8,1.5,1.1,1.1,1.1,1.1,2.8,4.3407,4.3407,7.8994,11.8138,11.8138,11.8138,11.8138,4.3407,39.098,39.098,72.64,79.904,79.904,79.904,79.904,39.098,336.5,336.5,1211.45,266.05,266.05,266.05,266.05,336.5,-2.511643159
